Observed Water Content,VG Fitted Water Content,"Suction, h(cm)",SWC_DNN,SWC_ANN,SWC_DNN_2HiddenLayers,SWC_DNN_3HiddenLayers,SWC_DNN_4HiddenLayers,SWC_DNN_5HiddenLayers,SWC_DNN_6HiddenLayers,SWC_DNN_7HiddenLayers,SWC_DNN_8HiddenLayers,SWC_DNN_9HiddenLayers,SWC_DNN_10HiddenLayers
0.33,0.33799999999999997,37.896,0.33241834019628114,0.3345441612519663,0.3345438394960115,0.331435503543996,0.33280591920437586,0.3326665555187663,0.33014909585325897,0.3299324902008856,0.3312578554636806,0.33272782150368974,
0.331,0.337,38.181,0.3304756644556283,0.3330782137384563,0.3330823030056264,0.32982023844789204,0.3308806068754961,0.3305008139051159,0.3287277469098229,0.3309341895107757,0.3294887750474871,0.3308002477552979,
0.33299999999999996,0.337,38.177,0.33050293840720035,0.3330987878639059,0.33310282008214787,0.3298429119738977,0.3309076343756985,0.33053122782969346,0.3287450532726678,0.33096396220540086,0.3295135662297058,0.33082719310504377,
0.32899999999999996,0.337,38.175,0.33051652061601533,0.3331090794905449,0.3331130706335586,0.3298542487369005,0.3309211458438425,0.3305464895589533,0.3287538524993463,0.33097889533283453,0.32952598920430065,0.33084075249428746,
0.32899999999999996,0.336,38.463,0.3285533825658121,0.33162768769120504,0.331636151470186,0.32822199218803516,0.32897556288981095,0.32835785535141315,0.32749932374966195,0.3288357336849476,0.32773829486382894,0.32889284650790146,
0.32799999999999996,0.336,38.751,0.32659016921102374,0.33014629589186517,0.33015923458877056,0.3265897310752555,0.32702999362752216,0.32616925765518706,0.3262448680226056,0.32669261995816035,0.32595058226770024,0.32694486293497316,
0.326,0.336,38.746,0.32662430728963127,0.3301720135486771,0.33018487465904023,0.32661808211059107,0.327063757465161,0.3262071929104525,0.3262666287657608,0.32672978847583145,0.32598164426810167,0.3269786861034973,
0.325,0.335,39.03,0.32468840439772895,0.3287112027206582,0.32872846800827477,0.32500847170424585,0.32514520657524604,0.324049009138804,0.32502966195811944,0.32461641321431245,0.32421873198202017,0.3250258967288613,
0.324,0.33399999999999996,39.317,0.32273203691431906,0.3272349635805092,0.32725667868452185,0.32338189266471035,0.3232063919060507,0.3218680788185218,0.32287209887880924,0.3226370390391565,0.3224824729551724,0.3215135265759142,
0.324,0.33399999999999996,39.317,0.32273203691431906,0.3272349635805092,0.32725667868452185,0.32338189266471035,0.3232063919060507,0.3218680788185218,0.32287209887880924,0.3226370390391565,0.3224824729551724,0.3215135265759142,
0.319,0.33399999999999996,39.316,0.32273877325175554,0.3272401116757858,0.3272618130880557,0.32338753366272627,0.3232131556269727,0.3218756366605237,0.32288111717337187,0.32264356087262314,0.3224883238932439,0.321512075251182,
0.321,0.33399999999999996,39.598,0.3210881515119387,0.32578957650070606,0.3258156547067439,0.3217893102224406,0.3220101945444256,0.3210010811558325,0.32031875315553576,0.32099032857385396,0.32083566664767055,0.32194914306347194,
